"row_index","Act Number","chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"47","2","16","The Monolith","13","0","Renoir","Remember who your REAL family is. It’s not her. It’s your sister. Your mother. Me. WE are your family. You would condemn us all to die, for what? Who do you really save with your sacrifice?","0.0","0.0","0.0","0.4","0.5","0.1","0.0"
"48","2","16","The Monolith","13","1","Maelle","Your sister. And… your mother…","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"49","2","16","The Monolith","13","2","Verso","You’re too drunk on your own illusion to understand.","0.0","0.0","0.0","0.5","0.3","0.2","0.0"
"50","2","16","The Monolith","13","3","Renoir","Then let us celebrate the second destruction of the Dessendre family. At long last, we meet. This is all you have left of your son. Destroying it won’t bring your wife back. It will only destroy the last tie you have to each other. I love them too.","0.0","0.0","0.0","0.3","0.6","0.1","0.0"
"51","2","16","The Monolith","13","4","Maelle","We did it, Gustave–","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"52","2","16","The Monolith","13","5","Lune","Hey. How did you do that?","0.3","0.0","0.4","0.0","0.0","0.3","0.0"
"53","2","16","The Monolith","13","6","Maelle","I’m not sure. The Curator– I felt it–","0.0","0.0","0.3","0.0","0.4","0.3","0.0"
"54","2","16","The Monolith","13","7","Lune","Can you do it again?","0.0","0.0","0.3","0.0","0.3","0.4","0.0"
"55","2","16","The Monolith","13","8","Maelle","I don’t know– uh. I think so? Yeah, yeah I think I can.","0.0","0.0","0.3","0.0","0.3","0.4","0.0"
"56","2","16","The Monolith","13","9","Sciel","What did Renoir mean? The things he said to the Curator.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"57","2","16","The Monolith","13","10","Verso","I’m– I’m not sure.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"58","2","16","The Monolith","13","11","Maelle","She’s through there.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"59","2","16","The Monolith","13","12","Lune","Yeah. Behind this door is the future of Lumière. What every expedition has worked towards. I have trust… in us.","0.0","0.5","0.0","0.0","0.0","0.2","0.3"
"60","2","16","The Monolith","14","0","Lune","We’re… outside?","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"61","2","16","The Monolith","14","1","Maelle","She’s there– I can feel her.","0.0","0.0","0.0","0.0","0.4","0.3","0.3"
"62","2","16","The Monolith","14","2","Monoco","We need to be as prepared as possible. Once we go up, there’s no turning back.","0.0","0.3","0.0","0.0","0.0","0.2","0.5"
"63","2","16","The Monolith","15","0","Maelle","That’s her. The Paintress.","0.0","0.0","0.3","0.0","0.3","0.0","0.4"
"64","2","16","The Monolith","15","1","Sciel","She looks like the Curator.","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"65","2","16","The Monolith","15","2","Lune","Renoir. He mentioned the Curator’s wife. She’s the Paintress?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"66","2","16","The Monolith","15","3","The Paintress","You’ve come– back– But the fire– Are you really here? Or is He–? Oh… is he playing tricks again? Alicia…","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"67","2","16","The Monolith","15","4","Lune","Alicia?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"68","2","16","The Monolith","15","5","The Paintress","Your face–","0.0","0.0","0.3","0.0","0.4","0.0","0.3"
"69","2","16","The Monolith","15","6","Maelle","My face? What about my face? Are you going to burn it again?","0.0","0.0","0.0","0.3","0.3","0.4","0.0"
"70","2","16","The Monolith","15","7","Lune","Alicia’s your daughter.","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"71","2","16","The Monolith","15","8","Sciel","And Maelle reminds you of her. The daughter you lost.","0.0","0.0","0.3","0.0","0.3","0.0","0.4"
"72","2","16","The Monolith","15","9","The Paintress","Come along. Let’s go home.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"73","2","16","The Monolith","15","10","Verso","Yes. You need to go home.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"74","2","16","The Monolith","15","11","The Paintress","This is another trick. She’s not Alicia. You are not my Verso.","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"75","2","16","The Monolith","15","12","Verso","No, Verso’s dead.","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"76","2","16","The Monolith","15","13","The Paintress","No, no, you are HIS creations, not mine. You will not take this Canvas from me!","0.0","0.0","0.0","0.7","0.3","0.0","0.0"
"77","2","16","The Monolith","15","14","Verso","This is what we created the Expeditions for.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"78","2","16","The Monolith","15","15","Lune","Tomorrow comes.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"79","2","16","The Monolith","15","16","The Paintress","How cruel of your father to use you like this.","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"80","2","16","The Monolith","16","0","Verso","Merde! I don’t like this. Esquie! Look what I found.","0.0","0.0","0.0","0.3","0.0","0.7","0.0"
"81","2","16","The Monolith","16","1","Esquie","Oooooh! SOARRIE! Whoooohooo! All aboard!","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"82","2","16","The Monolith","16","2","Lune","Let’s go.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"83","2","16","The Monolith","16","3","The Paintress","Renoir can grieve however he likes. But I get to grieve my own way.","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"84","2","16","The Monolith","18","0","The Paintress","Why?","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"85","2","16","The Monolith","18","1","Verso","Rest now. Things’ll be better soon.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"86","2","16","The Monolith","18","2","The Paintress","Alicia.","0.0","0.0","0.0","0.0","0.8","0.2","0.0"
"87","2","16","The Monolith","18","3","Sciel","It’s… over. The number–","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"88","2","16","The Monolith","18","4","Lune","She’s gone.","0.0","0.0","0.0","0.0","0.9","0.1","0.0"
"89","2","16","The Monolith","18","5","Monoco","It’s done. You’re free. You are all free.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"90","2","16","The Monolith","18","6","Maelle","Is this real?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"91","2","16","The Monolith","18","7","Sciel","Yeah. And I’m pretty sure Gustave’s watching over us. Hey, come– Wanna plant it?","0.5","0.0","0.0","0.0","0.0","0.0","0.5"
"92","2","16","The Monolith","18","8","Lune","Though presumably, there will be no one coming after, right?","0.0","0.0","0.0","0.0","0.0","0.4","0.6"
"93","2","16","The Monolith","18","9","Sciel","It’s symbolic!","0.6","0.0","0.0","0.0","0.0","0.0","0.4"
"94","2","16","The Monolith","18","10","Maelle","Let’s… let’s go home.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"95","2","16","The Monolith","18","11","Sciel","Yeah.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"96","2","16","The Monolith","19","0","Sciel","Still feel immortal?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"97","2","16","The Monolith","19","1","Verso","No less than yesterday.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"98","2","16","The Monolith","19","2","Sciel","Shall we test it out?","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"99","2","16","The Monolith","19","3","Verso","I appreciate the offer.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"100","2","16","The Monolith","19","4","Sciel","Monoco. You’ve been extra quiet since we got to the Monolith.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"101","2","16","The Monolith","19","5","Monoco","Have I?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"102","2","16","The Monolith","19","6","Maelle","What now? We go back to Lumière and… life goes on?","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"103","2","16","The Monolith","19","7","Sciel","Yeah. Decades and decades in front of us. Guess this is how it feels to be immortal. What do we do now with all this time?","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"104","2","16","The Monolith","19","8","Lune","The Expedition might be over… But we’re not done yet. There are so many questions left to answer.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"105","2","16","The Monolith","19","9","Esquie","LUMIERE… LUMIERE AHEAD! OOOOH!","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"106","2","16","The Monolith","20","0","Alicia","Brother, I tire of the conflicts and deceptions that plague our family and theirs. So I entrust you with this letter. Whether you give it to her is up to you. I’m at peace with what’s to come. When the time comes, I hope you will be too.","0.0","0.0","0.0","0.0","0.8","0.2","0.0"
"107","2","16","The Monolith","21","0","Alicia","Maelle. It’s a strange feeling, watching you with my brother. Laughing and smiling. Without the scars or the memories that afflict me. Alicia – as she was meant to be. Not this painted version that I am. My family, a facsimile of yours. And this world, a mirror. Painted by our mother, the Paintress, to stave off her grief.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"108","2","16","The Monolith","22","0","Alicia","Seeing your expedition through would plunge us all into the abyss. For in ridding the world of the Paintress… You’d lose the sole force standing against the one who would erase us. The one who invokes the flowers of the Gommage. An act of love. For he does love her. Your Father.","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"109","2","16","The Monolith","23","0","Alicia","On her Monolith, she paints a warning for us all. Of the few she can save as her power wanes. We all wish for our families to thrive. Your family, however, believes only one can survive. But perhaps you’ll find another way. You who have lived amongst us. Perhaps you differ from your father and your father, as I differ from mine. Your mother paints life. While your father, death. What will you paint?","0.0","0.1","0.0","0.0","0.6","0.3","0.0"
"0","3","17","A glimpse in the past – Monolith Year 49","0","1","Clea","Alicia?","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"1","3","17","A glimpse in the past – Monolith Year 49","0","2","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2","3","17","A glimpse in the past – Monolith Year 49","0","3","Clea","Good, you’re awake. Come downstairs.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"3","3","17","A glimpse in the past – Monolith Year 49","1","0","Clea","Come along now, I’m in Renoir’s atelier. Alicia, quit dawdling. End of the corridor, you know where it is. Finally. Our little shadow is awake. Our parents are quite the stubborn pair. They’re still fighting each other inside the Canvas. He has her imprisoned at the top of her Monolith and she has him trapped beneath. It’s a stalemate.","0.0","0.3","0.0","0.0","0.2","0.0","0.5"
"4","3","17","A glimpse in the past – Monolith Year 49","1","1","Alicia","(I’m worried. They’ve been inside the Canvas for so long.)","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"5","3","17","A glimpse in the past – Monolith Year 49","1","2","Clea","They’ve spent longer than this in other Canvases. It’s not that dire.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"6","3","17","A glimpse in the past – Monolith Year 49","1","3","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"7","3","17","A glimpse in the past – Monolith Year 49","1","4","Clea","Yes, I know. Maman’s been in there for quite a while already. And Renoir is wasting time in there, trying to help someone who doesn’t want his help. We have more urgent matters to attend to.","0.0","0.2","0.0","0.3","0.0","0.0","0.5"
"8","3","17","A glimpse in the past – Monolith Year 49","1","5","Alicia","(Did you see… Verso?)","0.0","0.0","0.0","0.0","0.6","0.4","0.0"
"9","3","17","A glimpse in the past – Monolith Year 49","1","6","Clea","You’re as bad as Aline. He’s not Verso. He’s a painted copy, built from our mother’s memories. You’d do well to remember that.","0.0","0.2","0.0","0.5","0.0","0.0","0.3"
"10","3","17","A glimpse in the past – Monolith Year 49","1","7","Alicia","(I know that, I’m not a child.)","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"11","3","17","A glimpse in the past – Monolith Year 49","1","8","Clea","Don’t roll your eyes at me, sister dear. I know you’re not a child, but you’re not grown either. And too many in our family have lost all caution and sense of late.","0.0","0.2","0.0","0.4","0.0","0.0","0.4"
"12","3","17","A glimpse in the past – Monolith Year 49","1","9","Alicia","(Can you help Maman?)","0.0","0.0","0.0","0.0","0.4","0.6","0.0"
"13","3","17","A glimpse in the past – Monolith Year 49","1","10","Clea","Help her do what? Run away and hide? She’s already succeeded there. Honestly, if Aline wants to numb herself in the Canvas, then let her.","0.0","0.2","0.0","0.5","0.0","0.0","0.3"
"14","3","17","A glimpse in the past – Monolith Year 49","1","11","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"15","3","17","A glimpse in the past – Monolith Year 49","1","12","Clea","Grief is no excuse. We’re all grieving. She’s a grown woman and she was the head of the Painter’s Council. She failed her responsibilities. I don’t have time to coddle her. And before Verso died, she would have said the same.","0.0","0.2","0.0","0.5","0.0","0.0","0.3"
"16","3","17","A glimpse in the past – Monolith Year 49","1","13","Alicia","(Can you help Papa?)","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"17","3","17","A glimpse in the past – Monolith Year 49","1","14","Clea","I already have. Aline is more skilled than Renoir, but I’ve tipped the scales in his favour. I have my pets in place. “She who controls chromas, controls the Canvas.” I can’t take her chroma, but I can keep it from returning to her.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"18","3","17","A glimpse in the past – Monolith Year 49","1","15","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"19","3","17","A glimpse in the past – Monolith Year 49","1","16","Clea","Yes, it’s enough. It’s just a matter of time. As she weakens, Renoir is able to erase her oldest creations. With the exception of her obscene fake family. She’s made them immortal, but luckily, they’re also quite useless. I need you to take care of yourself while I’m gone.","0.0","0.3","0.0","0.2","0.0","0.0","0.5"
"20","3","17","A glimpse in the past – Monolith Year 49","1","17","Alicia","(You’re leaving?)","0.0","0.0","0.0","0.0","0.4","0.6","0.0"
"21","3","17","A glimpse in the past – Monolith Year 49","1","18","Clea","Don’t be naive. The world doesn’t stop simply because our family is in mourning. The conflict is spreading and there are things I must do if we Painters are to survive.","0.0","0.4","0.0","0.4","0.0","0.0","0.2"
"22","3","17","A glimpse in the past – Monolith Year 49","1","19","Alicia","(I… I want to help.)","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"23","3","17","A glimpse in the past – Monolith Year 49","1","20","Clea","You will do nothing. You’re too weak to do anything useful, you’d be a liability. The Writers used you against us once before, they won’t hesitate to use you again. And I can’t promise that I’ll make the same choice Verso made. Verso traded his life for yours. I both love and hate him for that. The damn fool. Although… If you really want to be useful, then enter the Canvas and help Renoir. I need him back here sooner rather than later. I’ll fight this war alone if I have to, but I’d really rather not. Can you handle that?","0.0","0.4","0.0","0.4","0.0","0.0","0.2"
"24","3","17","A glimpse in the past – Monolith Year 49","1","21","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"25","3","17","A glimpse in the past – Monolith Year 49","1","22","Clea","Lest you forget, the only reason those two are in there is because your naivety cost Verso his life.","0.0","0.0","0.0","0.5","0.3","0.0","0.2"
"26","3","17","A glimpse in the past – Monolith Year 49","1","23","Alicia","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"27","3","17","A glimpse in the past – Monolith Year 49","1","24","Clea","Good. Go to the Canvas when you’re ready. And repaint your throat when you’re in there, before you completely forget how to have a conversation.","0.0","0.3","0.0","0.2","0.0","0.0","0.5"
"28","3","17","A glimpse in the past – Monolith Year 49","2","0","Alicia","If we bring Maman out of the Canvas, she’ll try to return. We must hide the Canvas…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"29","3","17","A glimpse in the past – Monolith Year 49","2","1","Clea","Well-reasoned. And such a… clever hiding spot you’ve chosen. She’ll still find it, but… I’m impressed. This only truly ends if you destroy the Canvas. And that means stopping the final sliver of Verso’s soul from painting. See, that wasn’t so hard. Wait- that’s Aline’s chroma. Stay calm, don’t let it take control of you. Calm, Alicia, or it’ll paint over you- What an auspicious start. Well. You’re about to be reborn in this world as one of Aline’s creations. Have fun. At least this will keep you out of trouble until I get back.","0.0","0.3","0.0","0.0","0.2","0.0","0.5"
"30","3","17","A glimpse in the past – Monolith Year 49","3","0","Man from Lumière","Oh, she’s a girl… She’s a girl! She’s beautiful. What… What a lovely voice. My love, did you decide on a name?","0.8","0.0","0.2","0.0","0.0","0.0","0.0"
"31","3","17","A glimpse in the past – Monolith Year 49","3","1","Woman from Lumière","Yes. Oh, my darling girl. We have precious little time together. You’ll never know us… but I want you to know that you are loved. I want you to know… you’re not alone. You will always be the beautiful child I held in my arms. You will smile the brightest smile. You will cry iridescent tears. You will know love and you will know pain. You will know loss all too well. Because we live in an unforgiving world. But you are strong and you will survive. You will struggle… And you will learn. You’ll find people to call your own. And you’ll shine as their guiding light. For you will change the world and the people around you. You’ll forever be our princess. I have decided on her name. And her name will be… Maelle.","0.4","0.0","0.0","0.0","0.6","0.0","0.0"
"0","3","18","Back to Lumière","0","0","Verso","Alicia?","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"1","3","18","Back to Lumière","0","1","Maelle","Actually, I prefer “Maelle.”","0.2","0.0","0.0","0.0","0.0","0.0","0.8"
"2","3","18","Back to Lumière","0","2","Verso","I think I do too. But I’m not really Verso, and you’re not really Maelle, are you?","0.0","0.0","0.0","0.0","0.1","0.0","0.9"
"3","3","18","Back to Lumière","0","3","Maelle","You’re not Verso, no. You look and sound just like him. But you’re you. I’m still Maelle though. You should’ve helped me remember.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"4","3","18","Back to Lumière","0","4","Verso","Yeah. I… I wanted to— but I… I’m sorry.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"5","3","18","Back to Lumière","0","5","Maelle","I’m sorry too. If I’d listened to Maman— If I hadn’t trusted the Writers, Verso would still be alive, and you—","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"6","3","18","Back to Lumière","0","6","Verso","Wouldn’t exist.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"7","3","18","Back to Lumière","0","7","Maelle","Wouldn’t be caught in the middle. Maman did a terrible thing, painting you into Verso’s Canvas. Giving you his memories. Pretending the fire only took me. But I’m glad you exist.","0.4","0.0","0.0","0.0","0.6","0.0","0.0"
"8","3","18","Back to Lumière","0","8","Verso","Your father was right to erase everyone. It’s better this way.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"9","3","18","Back to Lumière","0","9","Maelle","Better for who? Verso would have never wanted his Canvas gone. He loved Esquie and his Gestrals and Grandis.","0.0","0.0","0.0","0.4","0.4","0.0","0.2"
"10","3","18","Back to Lumière","0","10","Verso","It was killing my… our mother, staying here so long in a make-believe world with her make-believe family.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"11","3","18","Back to Lumière","0","11","Maelle","It’s not make-believe. It’s not… You’re not… To me. Papa’s here. He’ll help me fix Lumière.","0.0","0.0","0.0","0.0","0.5","0.2","0.3"
"12","3","18","Back to Lumière","0","12","Verso","Will he?","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"13","3","18","Back to Lumière","0","13","Maelle","Maman painted a rather unflattering portrait of him. He’s much warmer than the Renoir you know.","0.2","0.0","0.0","0.0","0.0","0.0","0.8"
"14","3","18","Back to Lumière","0","14","Verso","I bet.","0.1","0.0","0.0","0.0","0.0","0.0","0.9"
"15","3","18","Back to Lumière","1","0","Verso","Your father was the one erasing everyone. Why would he help repaint everything?","0.0","0.0","0.0","0.0","0.2","0.0","0.8"
"16","3","18","Back to Lumière","1","1","Maelle","I hid the Canvas before I entered, so Maman can’t come back again. There’s no need to erase the Canvas anymore.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"17","3","18","Back to Lumière","1","2","Verso","He’ll want you to go home.","0.0","0.0","0.0","0.0","0.2","0.0","0.8"
"18","3","18","Back to Lumière","1","3","Maelle","I’m not at risk like Maman. I haven’t been in this Canvas that long. Besides, Papa has a soft spot for me, he’ll listen.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"19","3","18","Back to Lumière","1","4","Verso","Hmm.","0.1","0.0","0.0","0.0","0.0","0.0","0.9"
"20","3","18","Back to Lumière","2","0","Maelle","Papa!","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"21","3","18","Back to Lumière","2","1","Renoir","Alicia. You’re safe. I thought I told you to stay home.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"22","3","18","Back to Lumière","2","2","Maelle","Technically my body’s at home.","0.1","0.0","0.0","0.0","0.0","0.0","0.9"
"23","3","18","Back to Lumière","2","3","Renoir","Some of Aline’s finest work. I regret that it caused you so much pain. What Aline did was unfair, to you most of all. Please, accept the Dessendre family’s apologies. I know it seems absurd to offer oblivion as recompense, but perhaps that’s the outcome we both desire.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"24","3","18","Back to Lumière","2","4","Maelle","What—","0.0","0.0","0.7","0.0","0.0","0.3","0.0"
"25","3","18","Back to Lumière","2","5","Renoir","I’m proud of you. Getting your mother out of the Canvas was not easy. But once we erase the Canvas, we won’t have to worry anymore.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"26","3","18","Back to Lumière","2","6","Maelle","But she’s home now, why—","0.0","0.0","0.5","0.0","0.5","0.0","0.0"
"27","3","18","Back to Lumière","2","7","Renoir","You know your mother. Verso painted this Canvas, it contains a piece of his soul. She’ll never willingly part with it.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"28","3","18","Back to Lumière","2","8","Maelle","No.","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"29","3","18","Back to Lumière","2","9","Renoir","For the sake of the living, we must part with the dead.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"30","3","18","Back to Lumière","2","10","Maelle","No, Papa, see, I hid the canvas—","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"31","3","18","Back to Lumière","2","11","Renoir","She will always find it. This is our only opportunity, while she’s too sick from her prolonged descent into the canvas to return.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"32","3","18","Back to Lumière","2","12","Maelle","But— No… Papa, Papa, please. This is Verso’s only Canvas. You can’t destroy the last piece of him that we have. This is my home now! You can’t just decide—","0.0","0.0","0.0","0.4","0.4","0.2","0.0"
"33","3","18","Back to Lumière","2","13","Renoir","Your home? After all that with your mother, you want to stay?","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"34","3","18","Back to Lumière","2","14","Maelle","You know how little remains of my life. Outside.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"35","3","18","Back to Lumière","2","15","Renoir","Alicia. You’ll die. You’ve already been here longer than you should.","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"36","3","18","Back to Lumière","2","16","Maelle","But—","0.0","0.0","0.0","0.0","0.6","0.4","0.0"
"37","3","18","Back to Lumière","2","17","Renoir","No. Look at me, I said no. I am not letting my daughter risk her life. Alicia.","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"38","3","18","Back to Lumière","2","18","Maelle","I’m not Maman. I’m not going to lose myself if I stay!","0.0","0.0","0.0","0.4","0.4","0.2","0.0"
"39","3","18","Back to Lumière","2","19","Renoir","I know full well you will. And I am not doing this again.","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"40","3","18","Back to Lumière","2","20","Maelle","No! Papa, what are you—","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"41","3","18","Back to Lumière","2","21","Renoir","It’s time to go home.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"42","3","18","Back to Lumière","2","22","Esquie","Mes amis!","0.8","0.0","0.2","0.0","0.0","0.0","0.0"
"43","3","18","Back to Lumière","2","23","Monoco","All aboard!","0.8","0.0","0.2","0.0","0.0","0.0","0.0"
"44","3","18","Back to Lumière","2","24","Maelle","Verso, come on. Come on! I can see them.","0.0","0.5","0.0","0.0","0.0","0.5","0.0"
"45","3","18","Back to Lumière","3","0","Maelle","Papa did it so easily. What am I doing wrong?","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"46","3","18","Back to Lumière","3","1","Monoco","Don’t be discouraged. It’s only been a day since you remembered your Paintress side.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"47","3","18","Back to Lumière","3","2","Esquie","We believe in you!","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"48","3","18","Back to Lumière","3","3","Verso","Remember them. Painting isn’t about verisimilitude. It’s about essence. The truth of who they are. Your father made the Axons, right?","0.2","0.0","0.0","0.0","0.0","0.0","0.8"
"49","3","18","Back to Lumière","3","4","Monoco","She Who Plays with Wonder. He Who Guards Truth With Lies.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"50","3","18","Back to Lumière","3","5","Verso","They’re the essence of your mother. And… your brother.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"51","3","18","Back to Lumière","3","6","Lune","How did we—","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"52","3","18","Back to Lumière","3","7","Sciel","We gommaged…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"53","3","18","Back to Lumière","3","8","Lune","Maelle… Your hair?","0.0","0.0","0.6","0.0","0.0","0.0","0.4"
"54","3","18","Back to Lumière","3","9","Maelle","We have much to talk about.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"55","3","18","Back to Lumière","4","0","Lune","So you are her daughter. And you are a Paintress too.","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"56","3","18","Back to Lumière","4","1","Esquie","So cool, right??","0.8","0.0","0.0","0.0","0.0","0.0","0.2"
"57","3","18","Back to Lumière","4","2","Lune","And you. You knew this whole time. You fucking coward. You betrayed us. We trusted you and you—","0.0","0.0","0.0","0.8","0.2","0.0","0.0"
"58","3","18","Back to Lumière","4","3","Sciel","You can bring them back too, yeah? Everyone we’ve lost.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"59","3","18","Back to Lumière","4","4","Maelle","I— Yeah. But I need chroma. And Papa controls all the chroma in the Canvas.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"60","3","18","Back to Lumière","4","5","Lune","No. Not all of it. The Expeditioners, the ones killed by Nevrons. Gustave noticed their Chroma remains in their bodies. They never dissipated, like the Gommage.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"61","3","18","Back to Lumière","4","6","Maelle","Hmmm. It’s old chroma, not pure. It won’t be like bringing the two of you back, but… we could use it in other ways.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"62","3","18","Back to Lumière","4","7","Monoco","Time for the greatest Expedition in history.","0.3","0.7","0.0","0.0","0.0","0.0","0.0"
"63","3","18","Back to Lumière","5","0","Esquie","Oooooh, everyone’s mad at you.","0.5","0.0","0.0","0.0","0.0","0.0","0.5"
"64","3","18","Back to Lumière","5","1","Verso","Are you?","0.2","0.0","0.0","0.0","0.0","0.0","0.8"
"65","3","18","Back to Lumière","5","2","Esquie","Esquie can be sad or bad or even rad! But never ever mad. Bad things happen when we get mad.","0.6","0.0","0.0","0.0","0.0","0.0","0.4"
"66","3","18","Back to Lumière","5","3","Verso","Oh, I know.","0.2","0.0","0.0","0.0","0.0","0.0","0.8"
"67","3","18","Back to Lumière","5","4","Esquie","But I can never be mad at you.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"68","3","18","Back to Lumière","6","0","Sciel","Save it.","0.0","0.0","0.0","0.7","0.0","0.0","0.3"
"69","3","18","Back to Lumière","6","1","Verso","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"70","3","18","Back to Lumière","6","2","Sciel","I don’t need your mea culpa. You did what you felt you had to. Of course, you were wrong, but… oh, well.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"71","3","18","Back to Lumière","6","3","Verso","I thought you’d be more upset.","0.0","0.0","0.4","0.0","0.0","0.0","0.6"
"72","3","18","Back to Lumière","6","4","Sciel","I was. I got over it.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"73","3","18","Back to Lumière","6","5","Verso","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
